"Date","CO2","Site"
2010.2027,391.02,"mlo"
2010.2877,392.39,"mlo"
2010.3699,393.24,"mlo"
2010.4548,392.26,"mlo"
2010.537,390.35,"mlo"
2010.6219,388.53,"mlo"
2010.7068,386.85,"mlo"
2010.789,387.18,"mlo"
2010.874,388.69,"mlo"
2010.9562,389.83,"mlo"
2011.0411,391.33,"mlo"
2011.126,391.96,"mlo"
2011.2027,392.49,"mlo"
2011.2877,393.4,"mlo"
2011.3699,394.33,"mlo"
2011.4548,393.75,"mlo"
2011.537,392.64,"mlo"
2011.6219,390.25,"mlo"
2011.7068,389.05,"mlo"
2011.789,388.98,"mlo"
2011.874,390.3,"mlo"
2011.9562,391.86,"mlo"
2012.041,393.13,"mlo"
2012.1257,393.42,"mlo"
2012.2049,394.43,"mlo"
2012.2896,396.51,"mlo"
2012.3716,396.96,"mlo"
2012.4563,395.97,"mlo"
2012.5383,394.6,"mlo"
2012.623,392.61,"mlo"
2012.7077,391.2,"mlo"
2012.7896,391.09,"mlo"
2012.8743,393.03,"mlo"
2012.9563,394.42,"mlo"
2013.0411,395.69,"mlo"
2013.126,396.94,"mlo"
2013.2027,397.35,"mlo"
2013.2877,398.44,"mlo"
2013.3699,400.06,"mlo"
2013.4548,398.96,"mlo"
2013.537,397.45,"mlo"
2013.6219,395.49,"mlo"
2013.7068,393.47,"mlo"
2013.789,393.77,"mlo"
2013.874,395.27,"mlo"
2013.9562,396.9,"mlo"
2014.0411,398.01,"mlo"
2014.126,398.18,"mlo"
2014.2027,399.56,"mlo"
2014.2877,401.44,"mlo"
2014.3699,401.98,"mlo"
2014.4548,401.41,"mlo"
2014.537,399.17,"mlo"
2014.6219,397.3,"mlo"
2014.7068,395.49,"mlo"
2014.789,395.74,"mlo"
2014.874,397.32,"mlo"
2014.9562,398.88,"mlo"
2015.0411,399.94,"mlo"
2015.126,400.4,"mlo"
2015.2027,401.6,"mlo"
2015.2877,403.52,"mlo"
2015.3699,404.03,"mlo"
2015.4548,402.81,"mlo"
2015.537,401.54,"mlo"
2015.6219,398.93,"mlo"
2015.7068,397.43,"mlo"
2015.789,398.22,"mlo"
2015.874,400.17,"mlo"
2015.9562,401.82,"mlo"
2016.041,402.58,"mlo"
2016.1257,404.09,"mlo"
2016.2049,404.79,"mlo"
2016.2896,407.5,"mlo"
2016.3716,407.59,"mlo"
2016.4563,406.94,"mlo"
2016.5383,404.43,"mlo"
2016.623,402.17,"mlo"
2016.7077,400.95,"mlo"
2016.7896,401.43,"mlo"
2016.8743,403.57,"mlo"
2016.9563,404.48,"mlo"
2017.0411,406,"mlo"
2017.126,406.57,"mlo"
2017.2027,406.99,"mlo"
2017.2877,408.88,"mlo"
2017.3699,409.84,"mlo"
2017.4548,409.05,"mlo"
2017.537,407.13,"mlo"
2017.6219,405.17,"mlo"
2017.7068,403.2,"mlo"
2017.789,403.57,"mlo"
2017.874,405.1,"mlo"
2017.9562,406.68,"mlo"
2018.0411,407.98,"mlo"
2018.126,408.36,"mlo"
2018.2027,409.21,"mlo"
2018.2877,410.24,"mlo"
2018.3699,411.23,"mlo"
2018.4548,410.82,"mlo"
2018.537,408.83,"mlo"
2018.6219,407.02,"mlo"
2018.7068,405.53,"mlo"
2018.789,405.93,"mlo"
2018.874,408.04,"mlo"
2018.9562,409.17,"mlo"
2019.0411,410.85,"mlo"
2019.126,411.59,"mlo"
2019.2027,411.91,"mlo"
2019.2877,413.46,"mlo"
2019.3699,414.76,"mlo"
2019.4548,413.89,"mlo"
2019.537,411.78,"mlo"
2019.6219,410.01,"mlo"
2019.7068,408.48,"mlo"
2019.789,408.4,"mlo"
2019.874,410.16,"mlo"
2019.9562,411.81,"mlo"
2020.041,413.3,"mlo"
2020.1257,414.05,"mlo"
2020.2049,414.45,"mlo"
2020.2896,416.11,"mlo"
2020.3716,417.15,"mlo"
2020.4563,416.29,"mlo"
2020.5383,414.42,"mlo"
2020.623,412.52,"mlo"
2020.7077,411.18,"mlo"
2020.7896,411.12,"mlo"
2020.8743,412.88,"mlo"
2020.9563,413.89,"mlo"
2021.0411,415.15,"mlo"
2021.126,416.47,"mlo"
2021.2027,417.16,"mlo"
2021.2877,418.24,"mlo"
2021.3699,418.95,"mlo"
2021.4548,418.7,"mlo"
2021.537,416.65,"mlo"
2021.6219,414.34,"mlo"
2021.7068,412.91,"mlo"
2021.789,413.55,"mlo"
2021.874,414.82,"mlo"
2021.9562,416.43,"mlo"
2022.0411,418.01,"mlo"
2022.126,418.99,"mlo"
2022.2027,418.45,"mlo"
2022.2877,420.02,"mlo"
2022.3699,420.77,"mlo"
2022.4548,420.68,"mlo"
2022.537,418.68,"mlo"
2022.6219,416.76,"mlo"
2022.7068,415.41,"mlo"
2022.789,415.31,"mlo"
2022.874,417.04,"mlo"
2022.9562,418.56,"mlo"
